"sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change"
"0","0","0","0","0","0","0","0"
"20.85624691512941","20.216744367272625","20.33644445153987","20.847925804312002","17.743473095794318","17.30053167444956","17.107307761307915","22.369083462391032"
"9.179420425776655","7.623446888481756","7.504693230642499","8.304791962838106","5.961862475698556","5.932746748144356","5.5840198216199886","9.870082383416664"
"4.983655260392622","5.7178873237768855","3.91255234141363","5.600436800484443","3.3525674406466166","3.9298531201837363","3.0172809853089846","5.616135061045388"
"3.3110501378902084","4.753307507609765","3.1907344407533262","2.684617820013269","3.025815213817033","2.506297422393156","1.784863888366992","4.698127863773463"
"3.294069874519441","2.5609185143173394","2.7262148313834498","1.946699464395772","2.1991990983238474","2.1784077690612107","2.545122350510488","2.700430335669695"
"2.282439224994856","3.758067052926456","3.2000915316616756","1.842192336474193","3.1865864565739974","1.873640145376052","1.2388769075568211","1.6925975392624666"
"1.2091399409175854","3.252333485949607","2.547676798828398","1.3951065823194744","2.2710194796563243","1.1892960348571284","1.067654121368463","1.0592284100544516"
"1.0608958979797523","3.302960529645067","1.196805843190756","0.9674108208404937","2.154176711482281","0.9174986455007798","0.8765079265360357","1.8056216554801612"
"0.8249322228006949","2.4204715981547684","1.8436143676934031","1.2658011183356699","1.2835323513780987","0.9210160259578807","1.093858832966883","1.896127971694617"
"0.703462425863478","1.4999097482582506","1.7823007870705123","0.6988262367718396","0.8358087448941292","2.286250294280854","0.6920062973197518","0.8949887425785888"
"0.9683806681775194","1.541579205834033","1.2558842092005411","0.8588588350233461","0.9965214964610924","2.2848643496714125","0.9544133396947578","0.916966092909236"
"0.8938928328396412","1.6217681841434928","0.669110632375659","0.6698298909388225","0.9647640537818243","2.087394920273751","0.4332392456151727","1.2613746951773204"
"0.3907856099566824","1.449298916820514","1.0686229213858582","1.1318209737656058","0.6058422587570728","0.9479290421054446","0.6879031365376006","0.5931927649175961"
"0.5501238684249529","1.8697806096616247","1.2983260452663652","0.8262694620181008","0.30449900672526803","0.8156747265623031","0.4875107861245968","0.5525255252619228"
"0.41140472844615433","1.1704975405874758","0.6062249408596851","0.6394100628534493","0.49037554644431103","0.7004990211485967","0.17185348706023165","0.6084745054467774"
