"sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change"
"0","0","0","0","0","0","0","0","0","0"
"25.208296187843477","21.514419365792183","19.184837120794597","22.037630192168216","22.405278141324786","21.339153066889953","21.090624135142193","21.0329072105203","19.24773883407993","20.339935835182146"
"11.54997623658707","11.324504200310548","12.775015588802406","12.064780535529726","13.710377058047767","13.296889797634686","12.778682371059961","11.501972523496244","11.546665646883064","12.402275814629235"
"9.972410117767735","9.611850879673753","6.950549059723463","9.326116323924014","8.476710605014086","9.448397419735814","9.68976185196361","10.37047451639498","7.901754169672293","9.55797424862109"
"6.5526103063621175","6.134260418659885","5.416522776888181","6.766963727769746","6.124498628525318","7.081903937745452","6.651471187206381","8.116043816600099","5.789187265387865","6.697326696737701"
"5.103757497194928","6.158051976121793","4.979042626458811","3.9670682799474504","4.23517628617801","5.395612599849154","4.692356903097518","5.1600087129294225","3.943594542350309","4.290603493810361"
"3.468621722640951","4.786773645706201","3.0056676719050586","3.489293641679566","2.321563885118564","4.4768921319484365","3.001562485697468","3.5428249823385007","2.9620947969777367","2.6680214295327263"
"2.5945585309596053","2.867249985586144","2.425197976509708","2.3321342603255806","1.6201850439602068","2.4433957689916657","2.070223288307293","3.152038695662734","2.4874926507733495","1.7940371043963181"
"1.876757839302417","2.491813082984398","2.066587427742371","1.4485381066686482","1.316885818123183","1.6859705206183544","1.8168687619115036","2.158091745008321","2.2476910356897126","1.6919309929152988"
"1.7027973286506524","1.9976202763077895","1.680539805772123","1.3241544609012192","1.0073158779044564","1.2659195582034313","1.1352642417269991","1.962091806906033","1.344065348421612","1.0688176066006867"
"1.211600140550205","1.2978800638452306","1.2059292369204122","0.8671185799837264","0.6311920176598562","1.089927977042648","0.7724357954835399","1.368046498168828","1.2233314465988685","0.7875835526769155"
"1.028838300516216","0.9947719451060666","0.8028991706299902","0.7028939874040595","0.41256868965204724","0.8870918410903498","0.7536715697626339","0.8585545143300642","0.8654620881589722","0.5746342568749245"
"0.7232061130329969","0.9530620462365775","0.6969585475205269","0.4630541211838606","0.2924914702554178","0.6533929712271702","0.5130840456608757","0.9909654849493174","0.5519661923714141","0.414487663227813"
"0.47955293322218284","0.6726520595509602","0.6645348588532621","0.25854668176189166","0.1793448177424306","0.45345821720926544","0.4265642474125053","0.6434852678809562","0.504221272336941","0.2733475809413784"
"0.3979075699811063","0.41335870436344435","0.4997493070148226","0.20651888535717777","0.1222398125765205","0.33807787485232155","0.24874209710503714","0.49212726122360007","0.35393845821605985","0.1726590287355078"
"0.24986910040463794","0.2914276302794322","0.42317679334710834","0.16202839515063883","0.08878927734443043","0.26273022037244764","0.22763207908081395","0.32686526320714293","0.2649820160325309","0.13951810696686828"
"0.17850142366357968","0.24792958671779686","0.3738977489753037","0.11107719370933022","0.08297840533259448","0.212976403463498","0.1739409927923602","0.26740345577203894","0.23148699779078652","0.09889368833480655"
"0.16070153844927348","0.19814567857584076","0.25398999833740327","0.06520847984887601","0.06133008111903093","0.14282232266873035","0.14402815016016668","0.1865963416172599","0.16860748727414554","0.07043158070967842"
"0.14460673518712508","0.14903553132009706","0.2313689781927888","0.054294643296476264","0.04886565914369134","0.1476475784856578","0.08740588629043566","0.16859915099226574","0.14891494034307173","0.05725586213651146"
"0.10017356901607022","0.12833604361176731","0.1806603560353212","0.03961902825778363","0.04539359336635218","0.10237654207053665","0.06148846184018275","0.1587146166365293","0.0996617151277377","0.03576777534162129"
"0.07882081748551195","0.08714819891470582","0.1479674740222679","0.03202465865371229","0.026368340981485328","0.0691354358921551","0.04782566797339127","0.10069124286292308","0.06525068494519892","0.023806051715613008"
"0.06834256488324564","0.08524256070415248","0.1082508786104413","0.022782990037319317","0.020216508265222588","0.0448610457538674","0.03200103811829069","0.0707755785467572","0.05117320804733827","0.01653338064039256"
"0.03919402544493822","0.05684451444193217","0.08507429920103227","0.014223427166784375","0.0182255400014949","0.03576100619088679","0.029939259351874248","0.044825137465736575","0.04072703985592929","0.014076567866733669"
"0.03488230780781598","0.05113359282767449","0.07682185857049506","0.01085865358621052","0.014026450596826945","0.024763489014585804","0.024919376756578737","0.0360987011691013","0.03567367792469289","0.012185112430897704"
"0.03226009338694846","0.03698449798974168","0.053916879439312004","0.0070091287674524105","0.011096400444166377","0.020623660138167355","0.0159033498988983","0.020093705707711074","0.028670113356871973","0.009316884843925788"
"0.020996726148791445","0.027816756489471905","0.0481947946803401","0.0058564272881928","0.008326869506431911","0.014953612505819391","0.0097484200948309","0.014792365266518948","0.021077341390770443","0.007977436026346929"
"0.01663084530055281","0.019114948578199065","0.04044342668475637","0.004119646581187242","0.0062259385395466715","0.010732719681820713","0.007457049315121811","0.013442236111309347","0.01136453630245593","0.006787792185668939"
"0.010815331084466862","0.014369400801332421","0.032842339988661484","0.0032915905471571083","0.004423222064334653","0.007890825631872989","0.0057012255858720495","0.009697692887467912","0.01354643532342481","0.003870545462392516"
"0.007858702904207093","0.01183156201520541","0.02551545400200783","0.002489844620340631","0.0043093101969847725","0.006910968026259678","0.0042209510745939705","0.0087408271753181","0.0060614281145287","0.002978720084284181"
"0.007483210382421057","0.006528516571610465","0.017856967204759655","0.0015235433004158194","0.003562686085065603","0.005440857800091459","0.003171053992155004","0.005080770822175729","0.003941892003730851","0.0023341157725669803"
"0.0062287438207102586","0.004465676221693693","0.013957747027229128","0.0014576535321644268","0.003776666904753978","0.003987555889299554","0.002388857601246963","0.004613598439761724","0.0031325520986502653","0.00185324436200196"
"0.004559887712182076","0.00328328891694174","0.01047470193461747","7.06972893282809E-4","0.0028776020093056465","0.0029476958370721063","0.0015202677092764905","0.003163154035462412","0.0023350236495164323","0.0011782931298954802"
"0.003442747569945226","0.0026461227731033876","0.006385207224828104","7.006106208664598E-4","0.001650117853726707","0.002410478153667628","0.0013518852405469683","0.0022955652644657265","0.0017667948977510006","0.0011151287569450274"
"0.002940504320149584","0.0017662502930759771","0.004987412317231599","5.301080803038483E-4","0.0015006622512385714","0.0016367198122043125","0.0012036632793986923","0.0017489620535228179","0.0014357898545122039","8.145590186394713E-4"
"0.0020718149815995845","0.0012195246635104962","0.0040637169285393515","3.5217123263631134E-4","9.890336003457456E-4","0.0014363917100942425","6.486026563872205E-4","0.0012215876616391563","0.0010810921449720956","5.220673456021729E-4"
"0.0012490785673626714","8.868460138714562E-4","0.0032437369258054294","2.3510090031075848E-4","7.156951739049067E-4","0.0010652148356627422","4.6925919131368676E-4","8.67187382738499E-4","8.41547053301861E-4","4.8587595023336094E-4"
