"sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change","sum-change"
"0","0","0","0","0","0","0","0","0","0"
"14.145712036199448","16.19847327935014","14.101737701886508","15.521714891901222","13.506618897577123","14.118912038401769","12.723417629145018","14.962045641892047","14.48541359530459","15.499215227830316"
"7.529378071009158","8.402495897438206","10.404734956317025","9.505817557191932","8.57011361154392","9.351179895541378","9.674240400575396","7.354323908898905","8.012086023938553","9.707091210335761"
"5.650165657688514","5.928616499591875","6.888192735871259","6.546301937289347","5.835041693387117","6.537550600197022","5.333167402114218","5.288380828124548","6.048940979385773","6.465637148730459"
"3.779481637511928","3.577291264429951","4.598510354221663","4.4778795871948365","4.503218871547466","4.874485883068938","4.597780951067419","4.247326278915805","4.810413679540263","4.2894613170391835"
"3.384310351104524","2.775604773072481","3.839166338158553","4.3337014040234605","3.1856416404024683","3.4345177259664106","3.1465543578514725","3.66859939971465","4.000474225684648","2.994688391479147"
"2.415606192087906","2.1787768150750915","2.560389558346341","3.095564703882993","2.6052787965169206","2.4448033331858037","2.519477742384467","2.8283409963612094","3.2061684166741755","3.140053776525047"
"2.282467740094089","1.9484823468239263","2.383844883482855","2.9095843724612975","2.3334970267626836","2.3005385606477344","2.3928076421980635","2.1088681555802706","2.4514880534706434","2.7324216703119215"
"1.7573026453192415","1.5333344492509333","1.664496641142157","2.195027834278145","1.8222733741322559","2.0973580541267762","1.9150732895794818","1.929944491138209","1.5460992096120056","2.0032017870389813"
"1.365717281908257","1.0185563870645715","1.524240511864865","1.855281167102058","1.6110233282033661","2.0372753020489243","1.7310073208226706","1.4288306656302736","1.538363966303606","1.5639495236789873"
"1.1765132710475341","0.9539011911623297","1.1179885092112463","1.38461821799376","1.2827265571616768","1.7756072862339436","1.4495795223271732","1.4325449916775854","0.9437578960159339","1.339347548836417"
"1.036870437589163","0.8298607758527314","1.0174926850986032","1.2777362703495738","1.1859229735875432","1.5523671633754217","1.3928780394387252","1.3965780334924585","0.9475391109050846","0.9441860935619827"
"0.9220870869753172","0.7418180956202316","0.9048956865987141","1.1807789642667161","1.04343870279965","1.3278478048010924","0.9252823219012283","1.0500753310787747","0.715751633457439","0.8484146673589875"
"0.8367442401678518","0.689582041595926","0.7707826397750582","0.9415497214320393","0.9020623299026007","1.1987454441433822","0.7879632435525588","0.9384752869527044","0.5966420062703196","0.7094066681127231"
"0.787182063955856","0.6794674815453923","0.500084270869446","0.820208366197419","0.707010369895273","0.976695817523757","0.5991748109270394","1.0264719461978336","0.4564226320032525","0.6293185287203769"
"0.5205364522490015","0.5658375455486127","0.5576032946809156","0.6980590188404812","0.5029317227933827","1.013794613649095","0.48629144120381357","0.8024171821715949","0.5396700970680093","0.5971895451820486"
"0.5190646295533181","0.4252425721741636","0.4644434605169007","0.738406370248007","0.6140124231183905","0.8333616681655521","0.437125264650981","0.8594841619855913","0.43997414975302446","0.49610677330809005"
"0.525587382360641","0.5366857581688089","0.3700521198325465","0.5279316403716268","0.5588559037842336","0.8162465697152819","0.4306413335314964","0.6198150014597654","0.36518585514624585","0.48303805272599837"
"0.3719357058863967","0.44284116833708037","0.2935104778545511","0.5041242889442035","0.46072305420012466","0.661862800871576","0.3356098630873417","0.4937582075291505","0.27947024033360673","0.48008045678199174"
"0.27825528019118834","0.39694825609845075","0.2876134272253468","0.4098670074555164","0.4402536553980231","0.6476397479120655","0.31543207409328267","0.44330306091171384","0.2564250202218822","0.3409097081591581"
"0.2687245553866406","0.39376868247493974","0.23212422147295675","0.3367187924380607","0.29097066853855735","0.5849313121168205","0.19826258226274118","0.4853639461754793","0.18126314651197728","0.3088052512972396"
"0.2812322751593645","0.3398392485311436","0.20397420245048792","0.2567942569038313","0.2863231354481791","0.5230634136676486","0.17149233317478985","0.4023202211258486","0.18718482546395754","0.2515776123391261"
"0.24811459665023267","0.3041105178007021","0.1623667805351403","0.2498218367009014","0.24533949248751719","0.40426890965512874","0.15724810993296467","0.35632834331160135","0.1659644762111644","0.24910584597359203"
"0.23014241090222315","0.24870692241494075","0.13913633446157947","0.2117808839403056","0.24399649758378006","0.4127214794383989","0.12821459683226794","0.26107416456309906","0.13479045794774147","0.18940666078766344"
"0.19977663480344243","0.17497841399693287","0.11992572028892201","0.23224451799085255","0.21672334138505706","0.39721491517856194","0.1432412797573177","0.20502051826784679","0.11853741580458788","0.1550182835680639"
"0.15068345020360507","0.16402138457459225","0.09820560328814476","0.23545473801821348","0.18427137314436537","0.35461684293456325","0.1180193275367053","0.22077543365402097","0.11374258183741703","0.16983063658153513"
"0.1302816293287299","0.1499488811964948","0.09635576602510132","0.18334061520025158","0.17844736177253856","0.31973768658851925","0.08331948242839304","0.16916305994571673","0.09647487870827365","0.1357203518710301"
"0.09769047891214616","0.15199611225632415","0.08246028109566139","0.17098020767350075","0.13943534485651604","0.34516948915146184","0.08611634135303886","0.16834953852737322","0.07032983646020907","0.1373435091199534"
"0.08787499165451773","0.1140749214564481","0.06787261688019242","0.1653974189737084","0.1194919322691042","0.2756434401376465","0.07734310071657696","0.13846477506865523","0.06486200316108592","0.13158566852874393"
"0.08587561930834237","0.1071755876404929","0.06750545093950988","0.12143381303710743","0.10725465795152472","0.24240322921711405","0.0798111669692469","0.11031797167588109","0.06225347524960467","0.11495718045085401"
"0.07283684843050497","0.08132937794547673","0.06025476779788663","0.11857127367344744","0.08689523023682211","0.19652225665717132","0.06166975343063186","0.10088674141288423","0.050004076922591456","0.09168310259486884"
